WKT	OBJECTID	CODE	GROUP_	MIN_AGE_MA	MAX_AGE_MA	UNITNAME	ROCKTYPE1	ROCKTYPE2	DESCRIPTN
"MULTIPOLYGON (((529739.1148266852 7490000, 528977.9284519642 7490769.530243922, 528529.941856001 7491497.530200049, 528182.8694715709 7492066.029588519, 528666.1973080401 7492063.530798975, 529212.3307577802 7491907.540009299, 529719.632221918 7491605.528354638, 530163.0910153358 7491234.030535508, 530511.5112706282 7490958.541525745, 531036.7577665896 7490421.052467702, 531453.3310993719 7490000, 529739.1148266852 7490000)), ((524264.0581185208 7490000, 524274.671582395 7490005.979447151, 524580.9296769928 7490207.990044177, 524899.9098134018 7490428.982084192, 525263.6309890765 7490681.479850283, 525633.8796815652 7490965.998771254, 526080.4097903847 7491262.502199912, 526392.7913661824 7491426.50833606, 526718.5994618582 7491736.499265268, 527174.8199972584 7490782.511624946, 527680.8671351505 7490012.509066237, 528010.690452305 7490033.008618059, 528554.6395675971 7490014.519349955, 528659.0578270957 7490000, 524264.0581185208 7490000)))"	"2"	"Pyradie Formation"	"Fortescue Group"	"2718.0"	"2730.0"	"A-FOp-bs"	"igneous mafic volcanic"	"None"	"Pyroxene spinifex-textured basaltic flows and pillow lava with mafic volcaniclastic rock; minor chert and local komatiite; metamorphosed"
"POLYGON ((528055.8004249188 7501423.059239739, 528302.3796540407 7501116.060972367, 528009.3800218557 7501104.558865529, 526591.3816643116 7501049.041673204, 524403.068737391 7500914.508229719, 523814.8090947077 7500861.500983361, 523576.890089365 7501033.501058228, 523090.5919478597 7501408.489787092, 522373.8809616903 7501209.489608068, 521682.8496348527 7501101.478543516, 521210.7065889693 7501025.968908658, 521143.0212316085 7501014.978801513, 520473.5790954069 7500907.471996715, 519976.910002368 7500799.467868032, 519631.4416545334 7500691.461096808, 519372.2887621399 7500431.949599339, 519069.9994482918 7500108.460708207, 518839.3086900079 7499930.939857459, 518912.2703367765 7499695.460531446, 518636.6300182589 7499603.948887721, 518293.9994571322 7499579.442234708, 517682.119048969 7499358.941497711, 517339.4798979333 7499163.43978923, 516752.1097348208 7498820.421091793, 516494.9920049164 7498725.920989666, 516399.8007066608 7498690.920615657, 516385.9389314196 7498704.920585137, 516132.4019117698 7498877.912588157, 516084.3513992564 7498918.921112342, 515937.8602489384 7499043.418251859, 515699.6505723182 7498844.918920735, 515479.4085569311 7498697.921863699, 514965.4382147434 7498453.4102227, 514561.908702967 7498203.898434971, 514472.0090584865 7498277.889130253, 514412.7483624618 7498326.901279589, 514229.4688857198 7498441.401640562, 514157.7483181382 7498379.899195712, 513741.6879624669 7498159.899276314, 513301.1400224562 7498061.881435741, 512934.0195822214 7498037.371428497, 512650.3991559678 7497966.379384873, 512640.2993665893 7497963.869407086, 512469.0074342061 7497865.872393241, 512077.3983049394 7497645.879756805, 511734.7387436755 7497425.358615987, 511367.5977133476 7497204.860052826, 511000.469640041 7497082.851012094, 510682.3286675978 7497009.349222209, 510631.1204053682 7496937.350206387, 510559.948807288 7496837.841043488, 509972.529039763 7496519.840458713, 509727.8086118062 7496421.840154056, 509385.1706480007 7496421.839913508, 509066.9691433131 7496421.830770116, 508724.3101089983 7496446.329200502, 508406.1687865465 7496348.320216577, 508039.0285426636 7496201.310890674, 507769.8302085282 7496005.808488362, 507598.5202464325 7495834.301469622, 507353.7390048312 7495565.300036909, 506839.7901411133 7495149.291220489, 506178.9285197649 7494708.291268975, 505493.6892369085 7494512.77976005, 504928.6701109872 7494580.769467043, 505159.3888431014 7494252.777023839, 505306.7185520499 7493964.268780302, 506009.9599133857 7492587.270547377, 506019.2300181611 7492550.779783225, 506134.7893598423 7492096.278175423, 506417.2576711572 7491318.281355659, 506149.9212165977 7491268.766151808, 506016.0793808362 7491212.266676472, 505888.1784576137 7491060.26959949, 505846.5714946365 7490937.250213999, 505810.8092147814 7490831.761173537, 505796.9668284561 7490596.271180459, 505840.159092688 7490328.748387432, 505839.3993530798 7490163.249939825, 505805.9646406518 7490000, 503674.5250166642 7490000, 503311.331199903 7490794.238679588, 502974.598282997 7492183.728833279, 502891.4791621051 7492094.73903059, 502872.2893685104 7492075.729070058, 502776.1115042577 7491904.729523432, 502711.5787304383 7491707.728966702, 502613.6796583611 7491186.222146096, 502580.7194755508 7490931.72056902, 502528.049361228 7490569.219614713, 502418.1699077731 7490194.231583922, 502293.7383924179 7490000, 500000 7490000, 500000 7495640.840770782, 500204.8388517078 7495523.221184773, 501474.8978797785 7494612.738661928, 501546.7987588568 7494516.728535116, 502193.8118096142 7493869.7402093, 502723.7601241572 7494259.748672996, 503023.9116448201 7494525.247163801, 503285.3997134454 7494676.750313522, 503730.9994150976 7494769.758803798, 504099.8613037065 7494774.259750223, 504519.3190122203 7494727.270553699, 504767.1116488879 7494668.770328373, 504875.0190749392 7494636.26990987, 504894.1119785153 7494629.769038381, 504453.4673397545 7495586.771023918, 504011.8696714389 7496327.771008959, 503550.6392548235 7496953.770161171, 504124.3916407287 7497243.779735841, 504659.9810959761 7497546.281009342, 505214.4507556661 7497791.291878855, 506124.2101908587 7497875.800195349, 506696.9910393515 7497955.319698801, 506996.6416251558 7498119.311963934, 507162.7501046986 7498283.819852004, 506845.5487666138 7498444.821128055, 507062.3287587274 7498557.828802527, 507387.6499575928 7498766.320250026, 507833.7004602474 7498954.830888402, 508202.9921901877 7499054.829490396, 508642.1396120943 7499115.839057965, 509125.5211952166 7499132.329908689, 509551.7104804573 7499155.350562384, 509882.6384164174 7499204.351424573, 510238.990090052 7499253.358825678, 510544.7410657154 7499360.359350834, 510723.1081065719 7499409.859091626, 510818.5905012182 7499441.369702362, 510965.1009570293 7499491.370124668, 511105.6788126138 7499624.357441727, 511257.2523854777 7499413.369081581, 511544.4394638077 7499628.367323629, 511997.1679992598 7499874.37095, 512456.2283880461 7500119.88020899, 512794.1085049722 7500296.388812536, 513068.261628332 7500441.392093541, 513272.2987522631 7500548.391223668, 513476.3983315871 7500680.899455998, 513623.1221732828 7500775.399826411, 513686.999321126 7500832.400565706, 513751.0118555109 7500914.900836759, 513929.3189541035 7500757.397792861, 514426.2783158971 7500319.408281738, 514671.7177554616 7500411.409130203, 515577.2580906009 7500656.419253301, 516189.1596233608 7500778.418746198, 516703.1293423871 7500900.929772509, 517168.1481725136 7500949.938969955, 517608.6695591853 7501023.442414045, 517828.9598507654 7501072.44005124, 517978.5025484823 7501117.441006312, 517873.4394660646 7501235.941118369, 518389.2102966685 7501379.949345474, 518542.000021422 7501410.959811356, 518790.2711451745 7501460.459324876, 519121.2816716887 7501534.949926961, 519388.6182853642 7501584.45082487, 519636.9013764796 7501633.958151526, 520050.4304140349 7501676.458106807, 520343.1787470452 7501712.978866879, 520737.7720629432 7501723.978684599, 521104.1391689021 7501751.48090495, 521426.7595130914 7501789.978347294, 521962.6397052714 7501860.99189606, 522422.2515827406 7501924.491549069, 522521.9817228999 7501847.499508351, 523447.7796211732 7502091.00970469, 524294.1115978112 7502249.520861765, 525246.2184374343 7502408.520895151, 526700.8509261901 7502355.539342877, 527190.8102166952 7502380.041904705, 527002.7512184614 7502588.051294053, 527233.1391681696 7502607.06076155, 527759.8099148212 7502688.059594829, 528266.3093487264 7502728.569545923, 529076.731072524 7502911.078680094, 529603.4815688524 7503154.078942356, 530292.3179290696 7503316.099134132, 530852.970182567 7503491.101512732, 531092.2100193036 7503242.109995523, 531329.3389942665 7503360.611507982, 531858.3408669814 7503651.619846594, 532466.6186940061 7503969.120755279, 533233.6513068489 7504312.631673712, 533603.8817048288 7504709.627177006, 534027.0998821923 7504974.139933096, 534635.4301601108 7505317.651224591, 535217.2919240955 7505503.150651637, 536169.3901887836 7505661.661328094, 537068.6508493369 7505741.160368161, 538205.9094963422 7505952.669908185, 539052.2007546325 7506296.660630733, 539607.6705926092 7506746.159945402, 539925.049856685 7507090.157661315, 540348.2113327823 7507671.659596393, 540665.581486469 7508571.169965787, 540612.7384621499 7509073.658553159, 540480.4705705862 7509232.1700647, 540295.3693759384 7509391.167176468, 540057.3710552823 7509681.668802287, 539898.7276236316 7510184.682384488, 539660.6698030933 7510607.680119822, 539422.6577643777 7510951.691023932, 539052.3880815729 7511268.680419834, 538523.4795781244 7511559.70032003, 537941.6515276227 7511797.699480914, 537492.0285609851 7511930.201164199, 536513.520000175 7512168.211214084, 535296.8797611392 7512379.720986476, 534344.7700115743 7512432.71781572, 533789.4095116182 7512353.231173159, 533551.3506374825 7512221.220497418, 533233.9786047452 7511983.230923876, 532705.0218948523 7511824.220213853, 532096.7001406305 7511533.220145069, 531118.1288876764 7511295.218068855, 530324.619393277 7511057.199572472, 529451.7901417621 7510766.169641331, 528658.2802782321 7510422.639297839, 527864.7422027574 7510184.620732227, 527124.1199647399 7509920.100062437, 526119.0512896033 7509602.579128796, 525140.439088732 7509496.570426265, 524456.6896843765 7509487.559591169, 524151.1692073529 7509438.051565089, 523323.6913072973 7509270.540515825, 523030.8601998116 7509208.53951096, 522788.9697984774 7509165.531048026, 522591.6214633397 7509122.027461954, 522451.5709528192 7509097.030082654, 522324.3403882531 7509085.020961173, 522005.9512536146 7508998.029461471, 521090.5511445589 7509073.010390906, 520052.9279527176 7508862.000792207, 519619.8915887145 7508736.979311202, 519206.1095938671 7508643.988580632, 518760.5293284137 7508556.979921175, 518142.9597923445 7508401.480218643, 517735.1990821731 7508250.968717977, 517340.2911512501 7508125.950718233, 516913.6107368292 7507994.460211512, 516506.2111518799 7507919.95018284, 516143.4676620917 7507858.44003002, 515710.701792932 7507790.930110354, 515290.6589711562 7507722.928889863, 514876.9896618543 7507655.430089315, 514450.4485064355 7507562.419106198, 514208.4903319236 7507499.922489963, 513998.3196043489 7507443.92925825, 513462.9392907461 7507185.910558911, 512770.7899710988 7507399.409101434, 512313.4998810036 7507522.900106814, 511861.6001493085 7507442.389729975, 511218.6299213456 7507312.377015499, 510932.2706184093 7507269.370392855, 510391.4121560952 7507202.367677197, 509977.9606581816 7507191.86917243, 509373.9308817958 7507201.360217918, 508668.018394459 7507211.850151682, 508108.2793812501 7507189.339020969, 507765.6497928945 7507179.839708876, 507535.8509262041 7507173.340272347, 507116.109934766 7507169.341588259, 506601.1470555898 7507190.829419009, 505959.1210253247 7507251.816991905, 505196.4493001506 7507344.81862117, 504611.6794530387 7507418.309408573, 503772.8197560072 7507530.789440013, 502940.249935254 7507643.79894012, 502025.0395414083 7507763.290098727, 501263.8386720649 7507880.25977285, 500904.1692758225 7507886.7609905, 500329.8698292726 7507906.770175913, 500000 7507911.020489283, 500000 7510192.227778127, 500002.4397121242 7510192.758973394, 500261.5686411071 7510192.759438351, 500585.4880589645 7510127.75978931, 500995.779783247 7509976.760519338, 501557.2191122415 7509739.26991841, 502183.4483117277 7509458.288809063, 502939.2380169943 7509156.290822208, 503392.690453268 7508875.289607333, 504040.5387256835 7508681.290277147, 504580.3991327516 7508767.298076062, 504817.9099091219 7508853.80939274, 505077.0522278846 7508961.809073733, 505357.7589194446 7509112.807547194, 505768.0505355376 7509177.820222378, 506070.3606070462 7509156.320003482, 506480.6401470852 7509091.319746342, 506739.7692581926 7508940.321105883, 507042.0999785044 7508832.330426754, 507452.3799192502 7508789.330171898, 507625.1404355188 7508896.838111652, 507625.1277519304 7509026.828031939, 507668.3092427045 7509134.828119611, 507970.6095138263 7509177.840311645, 508164.9594614947 7509091.340813229, 508445.6906029016 7509004.849190351, 508791.1892937658 7508853.851252317, 509439.0499624779 7508724.360571159, 510062.5589785032 7508685.348992782, 510093.0783036793 7508648.857338661, 510423.1293286046 7508407.370145738, 510916.8983160641 7508045.88052368, 511123.3615512063 7508097.88070478, 511555.2479648382 7508184.379400031, 512030.3095797744 7508227.880716696, 512570.13860949 7508378.891370574, 513109.9794540502 7508529.889665676, 513736.2076669039 7508616.409745479, 514448.8514361492 7508573.41881097, 515226.181944875 7508702.929727836, 515571.728648125 7508702.941494078, 516068.3610757052 7508702.950636882, 516500.2390101037 7508810.949374413, 516932.129378166 7508983.448658848, 517364.0102951387 7509199.45857318, 518067.7491813323 7509452.469256868, 518912.7776578842 7509330.469267307, 519307.4402082074 7509273.489926822, 519868.8700341927 7509350.489942374, 521402.0897728026 7509610.009020073, 522935.2510145248 7509934.040028724, 523323.9405467999 7510193.041561206, 523647.8605756483 7510430.539928695, 523991.4290414748 7510603.55908083, 524162.858964396 7510539.051452193, 524175.5816479187 7510552.060802998, 524296.7088626885 7510608.561484069, 524449.9397139511 7510735.050159473, 524628.9312352357 7510931.059976518, 524788.1290415745 7510968.569819249, 524991.7714309958 7510993.080929001, 525201.9617022865 7511074.579759456, 525355.4706712094 7511252.092263883, 525541.5392784553 7511594.592372622, 525733.4005620767 7511829.078568054, 526007.8276831696 7512012.100672588, 526364.7295288001 7512169.600229161, 526765.8510066823 7512269.119829208, 527179.3584146476 7512292.118549396, 527573.7202493291 7512290.140303468, 528019.0021812662 7512313.15077753, 528381.8213896703 7512374.648545939, 528725.7910155859 7512474.670279143, 529082.3810651089 7512568.190132052, 529541.3493949756 7512788.690088127, 529892.5203176856 7513079.697992954, 530097.6597857232 7513415.708922468, 530130.4113117543 7513612.709783904, 530099.4204447065 7513784.710440569, 529979.4213652036 7513951.220791239, 529795.9203018122 7514143.206673717, 529701.40910625 7514334.188243911, 529691.8403862782 7514386.191396504, 529689.5717969612 7514437.698066633, 529694.6297313278 7514468.700364388, 529700.2100185547 7514483.699679477, 529707.7206479288 7514496.709261965, 529717.0389840349 7514508.710106521, 529740.3415026591 7514528.711842844, 529768.9609229269 7514544.710750112, 529819.7296417612 7514562.701275095, 529877.2297946264 7514575.201083097, 530066.690499963 7514603.220712784, 530148.1178408639 7514620.220257407, 530218.7497168106 7514643.220371823, 530299.7109055975 7514678.218776065, 530423.0707649725 7514734.21983156, 530503.9008417993 7514762.228262266, 530572.6688066514 7514778.730471459, 530647.4707189453 7514789.728438597, 530730.1814193631 7514794.250518834, 530791.3702291999 7514798.746656685, 530826.1292512697 7514807.238366613, 530840.5107426016 7514814.238899622, 530852.1880088557 7514823.740336841, 530860.8100251524 7514835.739205775, 530865.8808720469 7514850.737934848, 530868.0600066433 7514867.250127951, 530867.6924420206 7514885.237565326, 530860.7975406912 7514922.239475166, 530847.8308890562 7514956.239268048, 530830.2586629951 7514986.238403158, 530798.121565256 7515027.238753699, 530748.8087608131 7515076.739372279, 530681.4099937949 7515135.730824446, 530576.8717361466 7515216.227942767, 530533.9091339447 7515253.239423342, 530510.477862987 7515280.728879437, 530493.6481853138 7515311.23135047, 530485.0887593541 7515344.741071414, 530483.7906913448 7515381.219732827, 530488.418399887 7515419.230393068, 530504.1589384067 7515475.231345696, 530527.5598589542 7515526.730132127, 530636.2185662127 7515653.239188243, 530720.1083516923 7515894.751663683, 530702.4179070201 7516200.239313783, 530564.1266892366 7516525.728286222, 530476.3115867052 7516787.228219775, 530490.1782856589 7517022.228603408, 530656.4897444845 7517225.23942145, 530968.829888945 7517376.250256823, 531210.6701022681 7517406.761761727, 531515.1086262716 7517239.752046127, 531693.1017971319 7517225.759339841, 531769.6715127828 7517282.750315936, 531796.0906003015 7517486.249343563, 531758.64919308 7517632.750247793, 532179.9601377602 7517967.761643572, 532549.0792695375 7518029.750359016, 533038.9812770642 7518065.251657665, 533713.0108713004 7518061.748346098, 534393.3890522236 7518045.249988393, 534895.8432734265 7518055.24093965, 535379.1975321228 7518065.239313968, 535881.4002021146 7518017.742041969, 536415.3098511292 7517970.239459723, 536885.8209463686 7517948.739724874, 537267.6798662196 7518016.729020742, 537485.0790826961 7518257.230460115, 537504.8911443116 7518403.739512781, 537588.6301227416 7518625.729781039, 537913.8807152699 7518821.719952201, 538251.4192403728 7518934.229542201, 538569.9978920571 7519059.732293325, 538907.8607543724 7519223.218876282, 539175.8016140453 7519406.719763077, 539322.797239325 7519564.71880958, 539374.3216878513 7519691.719897073, 539413.2516540481 7519863.731523885, 539426.66865762 7519997.231898489, 539426.6811073428 7520000, 543405.780116795 7520000, 543583.7479174651 7519990.189739032, 544083.7912098904 7519740.191769604, 544646.3114694761 7519490.192565033, 545000 7519408.368179161, 545000 7515014.146286491, 544514.3316413451 7514718.65876779, 544226.3909717863 7514363.671550462, 544059.1510535735 7513963.659845799, 544019.5213278885 7513652.15874853, 544043.070112007 7513263.661227135, 544110.9275830264 7512830.148773683, 544083.6190919244 7512436.151361984, 543999.9712413577 7512226.148367506, 543662.4903913474 7512139.149117363, 543333.6221519435 7512333.149227642, 542771.0400866269 7512583.159583976, 542333.5097528986 7512833.171827128, 542052.2412204468 7512989.160054099, 541802.2495255775 7513020.670524193, 541708.5104296019 7512864.170811827, 541927.2395630997 7512614.179960755, 542270.9787815597 7512270.668714242, 542677.2902269973 7511770.661701361, 542802.2685777305 7511333.159560293, 542927.2613264687 7510676.660637589, 542927.2699682949 7509989.150830636, 542864.7194438092 7509239.161085101, 542677.2416308452 7509082.662481891, 542458.47086182 7508957.660002358, 542239.658062514 7508645.160717189, 542145.9084727723 7508332.659233851, 542208.3891403617 7507707.658952082, 542083.3585180219 7507145.158985538, 541895.8685906997 7506645.16198108, 541614.6014036749 7506144.651622623, 541145.7600974783 7505676.148539822, 540770.7923248911 7505332.151640642, 540145.7008205502 7504988.647723902, 539676.8888783052 7504613.650626382, 539051.8112033202 7504394.649392297, 538676.8295806336 7504238.649830269, 538364.2599128172 7504113.660051736, 537895.5108215532 7503957.147996256, 536989.1799567562 7504051.152018499, 536676.5897827507 7504113.647436339, 536270.3682676504 7504082.1421391, 535926.5515368864 7503894.651867589, 535676.5302327683 7503519.638353577, 535551.5431944509 7503144.641145092, 535238.9998971769 7502707.138410462, 534926.4297908277 7502457.130972067, 534488.9388781531 7502207.120085946, 533613.8303991136 7502019.621199165, 533020.0292071184 7501925.602134489, 532551.200503094 7501832.098021217, 532401.5081057971 7501876.600764217, 532130.4600439265 7502165.598539861, 531832.3691678252 7502050.601431323, 531332.3497740229 7501957.099451572, 530707.2799959008 7501832.090694509, 529800.9698613626 7501832.069823599, 529113.4114420338 7501800.570471345, 528644.5796338924 7501769.560622681, 528269.5490856494 7501675.549450509, 527895.3803827484 7501600.550532669, 528055.8004249188 7501423.059239739))"	"12"	"Brockman Iron Formation"	"Hamersley Group"	"2451.0"	"2494.0"	"P_-HAb-cib"	"sedimentary other chemical or biochemical"	"None"	"Banded iron-formation, chert, mudstone, and siltstone; metamorphosed"
"POLYGON ((512064.1093084966 7520000, 512084.7790004828 7519578.870116716, 512038.380377446 7519171.870985143, 511864.7792863449 7518784.368864076, 511615.0013979911 7518410.360119771, 511295.618260915 7518112.849745072, 511014.6577665998 7517872.349636829, 510727.5979617509 7517683.347590176, 510326.2689016842 7517551.850066489, 509944.402272507 7517483.840411615, 509606.600545169 7517332.841231804, 509325.7299080031 7517111.840929892, 509089.6483282535 7516940.829472678, 508866.6511899227 7516853.330756273, 508707.7987619414 7516879.332050633, 508549.882232002 7517109.331003118, 508366.9220200482 7517415.829519928, 508030.5778315051 7517557.830389021, 507725.6601721548 7517629.322009997, 507567.0022848196 7517693.829375753, 507382.9401969847 7517777.818536658, 506995.4005804667 7517849.821368475, 506601.250039571 7517890.31118687, 506251.779797962 7517942.821186263, 505902.5508934867 7518052.811046466, 505560.2411630233 7518283.801189681, 505301.0075082313 7518597.301762677, 505124.2900515697 7518890.799437451, 504954.0195879097 7519184.798217203, 504898.768894274 7519598.801678123, 504964.2461577712 7520000, 505981.6603079223 7520000, 505936.8179489455 7519911.310766399, 505909.9607443943 7519605.809684178, 506003.6197341237 7519249.310306013, 506307.0518870274 7518865.310042641, 506693.5580667898 7518570.819424203, 507213.680368737 7518287.82003803, 507709.3090484518 7518202.31756653, 508141.6707410151 7518187.328354659, 508434.0308535267 7518153.837358007, 508624.7612505506 7518140.330384085, 508974.5588291918 7518144.340545475, 509388.0498176639 7518167.838576417, 509846.540539603 7518298.850940553, 510184.6815731791 7518526.349514689, 510554.8213377877 7518797.863489351, 510925.279121347 7519139.86134811, 511175.229922287 7519539.36024332, 511329.611413151 7519907.369594848, 511356.3053585004 7520000, 512064.1093084966 7520000))"	"49"	"Pyradie Formation"	"Fortescue Group"	"2718.0"	"2730.0"	"A-FOp-bs"	"igneous mafic volcanic"	"None"	"Pyroxene spinifex-textured basaltic flows and pillow lava with mafic volcaniclastic rock; minor chert and local komatiite; metamorphosed"
